air={time=31/08/2023 21:56:00, station=1, temperature=26.4, moisture=98.3, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=193, pm25=1.4, pm10=5.9, co=2, nox=0, so2=0}, water={time=31/08/2023 21:56:00, station=2, ph=8.5, DO=3.8, temperature=27.7, salinity=116.2}, earth={time=31/08/2023 21:56:00, station=3, temperature=28.7, moisture=27.2, ph=10.9, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=20/08/2023 17:04:00, station=1, temperature=29.0, moisture=87.0, light=198, total_rainfall=3176.4, rainfall=0, wind_direction=136, pm25=0.8, pm10=0.9, co=3, nox=0, so2=0}, water={time=20/08/2023 17:04:00, station=2, ph=8.4, DO=3.6, temperature=29.6, salinity=114.5}, earth={time=20/08/2023 17:04:00, station=3, temperature=27.1, moisture=28.0, ph=11.3, salinity=7.7, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 16:03:00, station=1, temperature=30.4, moisture=83.7, light=570, total_rainfall=3176.4, rainfall=0, wind_direction=146, pm25=0.7, pm10=1.2, co=3, nox=0, so2=0}, water={time=20/08/2023 16:03:00, station=2, ph=8.3, DO=3.6, temperature=29.7, salinity=114.1}, earth={time=20/08/2023 16:03:00, station=3, temperature=27.2, moisture=28.1, ph=11.3, salinity=7.7, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 14:43:00, station=1, temperature=33.7, moisture=72.6, light=1647, total_rainfall=3176.4, rainfall=0, wind_direction=183, pm25=0.7, pm10=0.8, co=4, nox=0, so2=0}, water={time=20/08/2023 14:43:00, station=2, ph=8.4, DO=3.6, temperature=29.2, salinity=112.9}, earth={time=20/08/2023 14:43:00, station=3, temperature=27.3, moisture=28.2, ph=11.5, salinity=7.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 08:59:00, station=1, temperature=29.3, moisture=89.6, light=1065, total_rainfall=3176.4, rainfall=0, wind_direction=153, pm25=1.0, pm10=6.8, co=3, nox=0, so2=0}, water={time=20/08/2023 08:59:00, station=2, ph=8.3, DO=4.0, temperature=26.5, salinity=114.5}, earth={time=20/08/2023 08:59:00, station=3, temperature=25.4, moisture=27.6, ph=9.8, salinity=6.9, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 07:22:00, station=1, temperature=26.5, moisture=97.3, light=257, total_rainfall=3176.4, rainfall=0, wind_direction=158, pm25=1.0, pm10=2.2, co=1, nox=0, so2=0}, water={time=20/08/2023 07:22:00, station=2, ph=8.3, DO=4.0, temperature=25.7, salinity=114.5}, earth={time=20/08/2023 07:22:00, station=3, temperature=27.8, moisture=26.4, ph=10.3, salinity=7.2, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 20:27:00, station=1, temperature=24.8, moisture=100.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=203, pm25=1.9, pm10=3.3, co=1, nox=0, so2=0}, water={time=19/08/2023 20:27:00, station=2, ph=8.4, DO=4.0, temperature=26.8, salinity=113.0}, earth={time=19/08/2023 20:27:00, station=3, temperature=29.6, moisture=26.5, ph=10.2, salinity=7.1, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 20:05:00, station=1, temperature=24.8, moisture=100.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=112, pm25=1.3, pm10=4.7, co=1, nox=0, so2=0}, water={time=19/08/2023 20:05:00, station=2, ph=8.4, DO=4.0, temperature=27.0, salinity=113.1}, earth={time=19/08/2023 20:05:00, station=3, temperature=29.9, moisture=26.5, ph=10.7, salinity=7.3, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 18:15:00, station=1, temperature=25.0, moisture=97.2, light=2, total_rainfall=3176.4, rainfall=0, wind_direction=84, pm25=0.8, pm10=1.6, co=1, nox=0, so2=0}, water={time=19/08/2023 18:15:00, station=2, ph=8.4, DO=4.0, temperature=27.5, salinity=113.2}, earth={time=19/08/2023 18:15:00, station=3, temperature=27.8, moisture=26.6, ph=11.1, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 15:56:00, station=1, temperature=25.6, moisture=100.0, light=41, total_rainfall=3176.4, rainfall=0, wind_direction=285, pm25=1.4, pm10=1.8, co=1, nox=0, so2=0}, water={time=19/08/2023 15:56:00, station=2, ph=8.4, DO=3.9, temperature=28.3, salinity=114.3}, earth={time=19/08/2023 15:56:00, station=3, temperature=28.7, moisture=26.6, ph=10.8, salinity=7.4, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 15:25:00, station=1, temperature=25.7, moisture=100.0, light=49, total_rainfall=3176.4, rainfall=0, wind_direction=112, pm25=0.8, pm10=1.5, co=1, nox=0, so2=0}, water={time=19/08/2023 15:25:00, station=2, ph=8.4, DO=3.9, temperature=28.6, salinity=115.0}, earth={time=19/08/2023 15:25:00, station=3, temperature=29.3, moisture=26.6, ph=11.2, salinity=7.6, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 00:15:00, station=1, temperature=26.7, moisture=98.1, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=162, pm25=1.2, pm10=2.5, co=2, nox=0, so2=0}, water={time=19/08/2023 00:15:00, station=2, ph=8.4, DO=3.7, temperature=28.4, salinity=114.9}, earth={time=19/08/2023 00:15:00, station=3, temperature=17.0, moisture=27.9, ph=15.9, salinity=10.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 20:17:00, station=1, temperature=26.6, moisture=96.3, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=101, pm25=1.0, pm10=1.6, co=2, nox=0, so2=0}, water={time=18/08/2023 20:17:00, station=2, ph=8.4, DO=3.7, temperature=29.1, salinity=114.6}, earth={time=18/08/2023 20:17:00, station=3, temperature=17.0, moisture=28.2, ph=16.2, salinity=10.1, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 19:23:00, station=1, temperature=27.4, moisture=93.6, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=107, pm25=1.5, pm10=2.6, co=3, nox=0, so2=0}, water={time=18/08/2023 19:23:00, station=2, ph=8.4, DO=3.7, temperature=29.3, salinity=114.5}, earth={time=18/08/2023 19:23:00, station=3, temperature=17.1, moisture=28.3, ph=15.4, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=18/08/2023 17:06:00, station=1, temperature=29.1, moisture=91.6, light=200, total_rainfall=3176.4, rainfall=0, wind_direction=91, pm25=1.5, pm10=3.7, co=3, nox=0, so2=0}, water={time=18/08/2023 17:06:00, station=2, ph=8.4, DO=3.6, temperature=29.8, salinity=114.1}, earth={time=18/08/2023 17:06:00, station=3, temperature=17.1, moisture=28.3, ph=15.9, salinity=10.0, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=18/08/2023 12:16:00, station=1, temperature=34.5, moisture=68.6, light=805, total_rainfall=3176.4, rainfall=0, wind_direction=97, pm25=1.4, pm10=2.8, co=6, nox=0, so2=0}, water={time=18/08/2023 12:16:00, station=2, ph=8.3, DO=3.6, temperature=30.2, salinity=114.7}, earth={time=18/08/2023 12:16:00, station=3, temperature=17.3, moisture=28.8, ph=15.3, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=18/08/2023 10:59:00, station=1, temperature=35.5, moisture=66.3, light=999, total_rainfall=3176.4, rainfall=0, wind_direction=138, pm25=1.3, pm10=6.1, co=6, nox=0, so2=0}, water={time=18/08/2023 10:59:00, station=2, ph=8.3, DO=3.7, temperature=29.5, salinity=113.0}, earth={time=18/08/2023 10:59:00, station=3, temperature=17.3, moisture=28.6, ph=15.9, salinity=10.0, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=18/08/2023 01:31:00, station=1, temperature=26.8, moisture=96.7, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=105, pm25=2.0, pm10=14.3, co=2, nox=0, so2=0}, water={time=18/08/2023 01:31:00, station=2, ph=8.4, DO=3.8, temperature=28.8, salinity=114.9}, earth={time=18/08/2023 01:31:00, station=3, temperature=17.3, moisture=28.1, ph=16.0, salinity=10.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=17/08/2023 22:01:00, station=1, temperature=27.1, moisture=94.4, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=110, pm25=1.3, pm10=4.3, co=2, nox=0, so2=0}, water={time=17/08/2023 22:01:00, station=2, ph=8.4, DO=3.7, temperature=29.5, salinity=114.3}, earth={time=17/08/2023 22:01:00, station=3, temperature=17.4, moisture=28.3, ph=15.4, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=17/08/2023 21:17:00, station=1, temperature=27.3, moisture=93.2, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=105, pm25=1.7, pm10=5.7, co=3, nox=0, so2=0}, water={time=17/08/2023 21:17:00, station=2, ph=8.4, DO=3.6, temperature=29.7, salinity=114.5}, earth={time=17/08/2023 21:17:00, station=3, temperature=17.4, moisture=28.4, ph=15.8, salinity=9.9, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=17/08/2023 20:55:00, station=1, temperature=27.6, moisture=92.1, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=79, pm25=1.3, pm10=4.3, co=3, nox=0, so2=0}, water={time=17/08/2023 20:55:00, station=2, ph=8.4, DO=3.7, temperature=29.8, salinity=115.0}, earth={time=17/08/2023 20:55:00, station=3, temperature=17.4, moisture=28.4, ph=15.5, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=17/08/2023 16:07:00, station=1, temperature=30.8, moisture=84.3, light=517, total_rainfall=3176.4, rainfall=0, wind_direction=154, pm25=2.0, pm10=5.6, co=4, nox=0, so2=0}, water={time=17/08/2023 16:07:00, station=2, ph=8.4, DO=3.5, temperature=31.0, salinity=114.5}, earth={time=17/08/2023 16:07:00, station=3, temperature=17.5, moisture=29.0, ph=15.3, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=15.9}
air={time=17/08/2023 15:21:00, station=1, temperature=31.4, moisture=80.8, light=706, total_rainfall=3176.4, rainfall=0, wind_direction=157, pm25=1.6, pm10=3.9, co=5, nox=0, so2=0}, water={time=17/08/2023 15:21:00, station=2, ph=8.3, DO=3.6, temperature=31.1, salinity=114.9}, earth={time=17/08/2023 15:21:00, station=3, temperature=17.5, moisture=29.1, ph=15.3, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=15.9}
air={time=17/08/2023 15:05:00, station=1, temperature=32.6, moisture=79.1, light=932, total_rainfall=3176.4, rainfall=0, wind_direction=111, pm25=1.7, pm10=2.9, co=5, nox=0, so2=0}, water={time=17/08/2023 15:05:00, station=2, ph=8.3, DO=3.6, temperature=31.2, salinity=115.2}, earth={time=17/08/2023 15:05:00, station=3, temperature=17.5, moisture=29.1, ph=15.1, salinity=9.5, water_root=0, water_leaf=0, water_level=1, voltage=15.9}
air={time=17/08/2023 13:03:00, station=1, temperature=36.0, moisture=67.5, light=3973, total_rainfall=3176.4, rainfall=0, wind_direction=146, pm25=1.5, pm10=4.6, co=5, nox=0, so2=0}, water={time=17/08/2023 13:03:00, station=2, ph=8.3, DO=3.6, temperature=30.6, salinity=114.5}, earth={time=17/08/2023 13:03:00, station=3, temperature=17.6, moisture=29.1, ph=15.1, salinity=9.5, water_root=0, water_leaf=0, water_level=1, voltage=15.9}
air={time=17/08/2023 05:01:00, station=1, temperature=26.5, moisture=96.9, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=101, pm25=0.6, pm10=0.7, co=2, nox=0, so2=0}, water={time=17/08/2023 05:01:00, station=2, ph=8.4, DO=3.7, temperature=28.3, salinity=114.5}, earth={time=17/08/2023 05:01:00, station=3, temperature=17.6, moisture=27.9, ph=15.8, salinity=9.9, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=17/08/2023 03:39:00, station=1, temperature=26.7, moisture=96.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=93, pm25=0.9, pm10=1.1, co=2, nox=0, so2=0}, water={time=17/08/2023 03:39:00, station=2, ph=8.4, DO=3.8, temperature=28.5, salinity=114.9}, earth={time=17/08/2023 03:39:00, station=3, temperature=17.7, moisture=28.0, ph=15.7, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=16/08/2023 21:02:00, station=1, temperature=28.2, moisture=93.1, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=103, pm25=0.7, pm10=1.0, co=3, nox=0, so2=0}, water={time=16/08/2023 21:02:00, station=2, ph=8.4, DO=3.7, temperature=29.9, salinity=114.8}, earth={time=16/08/2023 21:02:00, station=3, temperature=17.7, moisture=28.4, ph=15.4, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=16/08/2023 17:56:00, station=1, temperature=29.0, moisture=89.4, light=40, total_rainfall=3176.4, rainfall=0, wind_direction=80, pm25=0.9, pm10=1.7, co=3, nox=0, so2=0}, water={time=16/08/2023 17:56:00, station=2, ph=8.4, DO=3.6, temperature=30.6, salinity=114.1}, earth={time=16/08/2023 17:56:00, station=3, temperature=17.8, moisture=28.7, ph=15.4, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=16/08/2023 16:10:00, station=1, temperature=31.0, moisture=81.9, light=534, total_rainfall=3176.4, rainfall=0, wind_direction=111, pm25=1.3, pm10=3.4, co=4, nox=0, so2=0}, water={time=16/08/2023 16:10:00, station=2, ph=8.4, DO=3.5, temperature=31.0, salinity=114.6}, earth={time=16/08/2023 16:10:00, station=3, temperature=17.8, moisture=28.9, ph=15.3, salinity=9.6, water_root=0, water_leaf=0, water_level=1, voltage=15.9}
air={time=16/08/2023 13:27:00, station=1, temperature=32.9, moisture=75.5, light=2024, total_rainfall=3176.4, rainfall=0, wind_direction=152, pm25=0.8, pm10=1.2, co=5, nox=0, so2=0}, water={time=16/08/2023 13:27:00, station=2, ph=8.3, DO=3.6, temperature=30.0, salinity=113.8}, earth={time=16/08/2023 13:27:00, station=3, temperature=17.9, moisture=28.9, ph=15.3, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=15.9}
air={time=16/08/2023 12:51:00, station=1, temperature=33.5, moisture=74.9, light=1469, total_rainfall=3176.4, rainfall=0, wind_direction=150, pm25=1.6, pm10=2.3, co=5, nox=0, so2=0}, water={time=16/08/2023 12:51:00, station=2, ph=8.3, DO=3.6, temperature=29.9, salinity=113.4}, earth={time=16/08/2023 12:51:00, station=3, temperature=17.9, moisture=28.9, ph=15.3, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=15.9}
air={time=16/08/2023 10:14:00, station=1, temperature=34.6, moisture=73.4, light=966, total_rainfall=3176.4, rainfall=0, wind_direction=90, pm25=1.0, pm10=2.9, co=4, nox=0, so2=0}, water={time=16/08/2023 10:14:00, station=2, ph=8.3, DO=3.8, temperature=28.5, salinity=113.1}, earth={time=16/08/2023 10:14:00, station=3, temperature=18.1, moisture=28.3, ph=15.4, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=16/08/2023 08:52:00, station=1, temperature=34.9, moisture=70.6, light=690, total_rainfall=3176.4, rainfall=0, wind_direction=135, pm25=1.1, pm10=3.2, co=3, nox=0, so2=0}, water={time=16/08/2023 08:52:00, station=2, ph=8.3, DO=3.7, temperature=27.7, salinity=114.5}, earth={time=16/08/2023 08:52:00, station=3, temperature=16.5, moisture=28.2, ph=14.2, salinity=9.1, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=16/08/2023 06:29:00, station=1, temperature=25.9, moisture=96.5, light=105, total_rainfall=3176.4, rainfall=0, wind_direction=134, pm25=0.7, pm10=11.0, co=1, nox=0, so2=0}, water={time=16/08/2023 06:29:00, station=2, ph=8.4, DO=3.9, temperature=27.3, salinity=113.3}, earth={time=16/08/2023 06:29:00, station=3, temperature=18.0, moisture=27.3, ph=15.4, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=15.9}
air={time=16/08/2023 02:56:00, station=3, temperature=26.2, moisture=97.6, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=109, pm25=0.7, pm10=1.3, co=2, nox=0, so2=0}, water={time=16/08/2023 02:56:00, station=2, ph=8.4, DO=3.8, temperature=28.1, salinity=113.2}, earth={time=16/08/2023 02:56:00, station=3, temperature=16.5, moisture=28.3, ph=14.3, salinity=9.1, water_root=0, water_leaf=0, water_level=1, voltage=14.7}
air={time=15/08/2023 19:35:00, station=3, temperature=26.9, moisture=93.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=116, pm25=0.5, pm10=0.5, co=2, nox=0, so2=0}, water={time=15/08/2023 19:35:00, station=2, ph=8.4, DO=3.7, temperature=30.2, salinity=115.0}, earth={time=15/08/2023 19:35:00, station=3, temperature=18.1, moisture=28.2, ph=15.3, salinity=9.6, water_root=0, water_leaf=0, water_level=1, voltage=14.4}
air={time=15/08/2023 07:25:00, station=3, temperature=27.4, moisture=92.7, light=266, total_rainfall=3176.4, rainfall=0, wind_direction=154, pm25=1.0, pm10=3.8, co=2, nox=0, so2=0}, water={time=15/08/2023 07:25:00, station=2, ph=8.4, DO=3.8, temperature=27.7, salinity=113.6}, earth={time=15/08/2023 07:25:00, station=3, temperature=18.2, moisture=27.3, ph=15.4, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=16.3}
air={time=15/08/2023 07:12:00, station=3, temperature=26.9, moisture=94.4, light=185, total_rainfall=3176.4, rainfall=0, wind_direction=108, pm25=1.1, pm10=2.2, co=2, nox=0, so2=0}, water={time=15/08/2023 07:12:00, station=2, ph=8.4, DO=3.8, temperature=27.7, salinity=113.4}, earth={time=15/08/2023 07:12:00, station=3, temperature=18.2, moisture=27.3, ph=15.5, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.3}
air={time=15/08/2023 06:51:00, station=3, temperature=26.4, moisture=95.8, light=146, total_rainfall=3176.4, rainfall=0, wind_direction=105, pm25=0.6, pm10=0.7, co=1, nox=0, so2=0}, water={time=15/08/2023 06:51:00, station=2, ph=8.4, DO=3.8, temperature=27.7, salinity=113.6}, earth={time=15/08/2023 06:51:00, station=3, temperature=18.2, moisture=27.3, ph=15.7, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.3}
air={time=15/08/2023 05:50:00, station=3, temperature=25.6, moisture=97.5, light=15, total_rainfall=3176.4, rainfall=0, wind_direction=156, pm25=0.5, pm10=0.6, co=1, nox=0, so2=0}, water={time=15/08/2023 05:50:00, station=2, ph=8.4, DO=3.8, temperature=27.9, salinity=113.9}, earth={time=15/08/2023 05:50:00, station=3, temperature=18.2, moisture=27.3, ph=15.4, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=16.3}
air={time=14/08/2023 20:54:00, station=3, temperature=28.4, moisture=92.5, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=107, pm25=0.8, pm10=2.8, co=3, nox=0, so2=0}, water={time=14/08/2023 20:54:00, station=2, ph=8.3, DO=3.6, temperature=30.6, salinity=114.1}, earth={time=14/08/2023 20:54:00, station=3, temperature=16.8, moisture=28.9, ph=14.1, salinity=9.0, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=14/08/2023 17:28:00, station=3, temperature=29.8, moisture=86.3, light=90, total_rainfall=3176.4, rainfall=0, wind_direction=147, pm25=1.3, pm10=3.1, co=4, nox=0, so2=0}, water={time=14/08/2023 17:28:00, station=2, ph=8.3, DO=3.4, temperature=31.8, salinity=114.1}, earth={time=14/08/2023 17:28:00, station=3, temperature=18.4, moisture=29.0, ph=15.7, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=14/08/2023 17:18:00, station=3, temperature=30.1, moisture=84.9, light=135, total_rainfall=3176.4, rainfall=0, wind_direction=140, pm25=1.0, pm10=1.3, co=4, nox=0, so2=0}, water={time=14/08/2023 17:18:00, station=2, ph=8.3, DO=3.4, temperature=31.9, salinity=114.4}, earth={time=14/08/2023 17:18:00, station=3, temperature=18.4, moisture=29.0, ph=15.3, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=14/08/2023 11:03:00, station=3, temperature=35.4, moisture=65.0, light=1168, total_rainfall=3176.4, rainfall=0, wind_direction=104, pm25=0.6, pm10=1.3, co=6, nox=0, so2=0}, water={time=14/08/2023 11:03:00, station=2, ph=8.3, DO=3.6, temperature=29.7, salinity=113.6}, earth={time=14/08/2023 11:03:00, station=3, temperature=18.7, moisture=29.0, ph=15.3, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=14/08/2023 07:54:00, station=3, temperature=32.8, moisture=82.6, light=759, total_rainfall=3176.4, rainfall=0, wind_direction=100, pm25=1.3, pm10=2.9, co=3, nox=0, so2=0}, water={time=14/08/2023 07:54:00, station=2, ph=8.2, DO=3.8, temperature=28.3, salinity=114.1}, earth={time=14/08/2023 07:54:00, station=3, temperature=18.8, moisture=27.9, ph=15.1, salinity=9.5, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=13/08/2023 22:47:00, station=3, temperature=27.0, moisture=97.2, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=228, pm25=1.1, pm10=1.6, co=2, nox=0, so2=0}, water={time=13/08/2023 22:47:00, station=2, ph=8.3, DO=3.7, temperature=30.0, salinity=114.6}, earth={time=13/08/2023 22:47:00, station=3, temperature=18.7, moisture=28.0, ph=15.5, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=13/08/2023 18:54:00, station=3, temperature=28.8, moisture=90.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=127, pm25=1.1, pm10=1.4, co=3, nox=0, so2=0}, water={time=13/08/2023 18:54:00, station=2, ph=8.3, DO=3.6, temperature=31.1, salinity=113.9}, earth={time=13/08/2023 18:54:00, station=3, temperature=18.8, moisture=28.5, ph=15.5, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=13/08/2023 16:10:00, station=3, temperature=30.9, moisture=82.3, light=414, total_rainfall=3176.4, rainfall=0, wind_direction=207, pm25=0.7, pm10=0.9, co=4, nox=0, so2=0}, water={time=13/08/2023 16:10:00, station=2, ph=8.3, DO=3.4, temperature=32.0, salinity=114.2}, earth={time=13/08/2023 16:10:00, station=3, temperature=18.9, moisture=29.2, ph=15.0, salinity=9.5, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=13/08/2023 13:35:00, station=3, temperature=37.2, moisture=63.4, light=4337, total_rainfall=3176.4, rainfall=0, wind_direction=84, pm25=0.7, pm10=0.8, co=7, nox=0, so2=0}, water={time=13/08/2023 13:35:00, station=2, ph=8.3, DO=3.4, temperature=31.4, salinity=114.8}, earth={time=13/08/2023 13:35:00, station=3, temperature=19.2, moisture=29.8, ph=15.2, salinity=9.6, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=13/08/2023 06:00:00, station=3, temperature=26.6, moisture=98.6, light=44, total_rainfall=3176.4, rainfall=0, wind_direction=79, pm25=1.0, pm10=1.5, co=2, nox=0, so2=0}, water={time=13/08/2023 06:00:00, station=2, ph=8.4, DO=3.7, temperature=28.7, salinity=115.0}, earth={time=13/08/2023 06:00:00, station=3, temperature=19.2, moisture=27.5, ph=15.8, salinity=9.9, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=13/08/2023 04:47:00, station=3, temperature=26.7, moisture=97.4, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=139, pm25=1.3, pm10=4.0, co=2, nox=0, so2=0}, water={time=13/08/2023 04:47:00, station=2, ph=8.4, DO=3.7, temperature=28.9, salinity=114.7}, earth={time=13/08/2023 04:47:00, station=3, temperature=19.2, moisture=27.6, ph=15.6, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=13/08/2023 04:30:00, station=3, temperature=26.7, moisture=97.5, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=75, pm25=0.8, pm10=1.6, co=2, nox=0, so2=0}, water={time=13/08/2023 04:30:00, station=2, ph=8.4, DO=3.7, temperature=29.0, salinity=114.8}, earth={time=13/08/2023 04:30:00, station=3, temperature=19.2, moisture=27.6, ph=15.4, salinity=9.7, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=13/08/2023 03:38:00, station=3, temperature=26.8, moisture=96.6, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=115, pm25=0.9, pm10=4.9, co=2, nox=0, so2=0}, water={time=13/08/2023 03:38:00, station=2, ph=8.4, DO=3.7, temperature=29.1, salinity=114.6}, earth={time=13/08/2023 03:38:00, station=3, temperature=19.2, moisture=27.7, ph=15.1, salinity=9.5, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=13/08/2023 01:06:00, station=3, temperature=27.3, moisture=94.8, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=108, pm25=0.5, pm10=5.2, co=2, nox=0, so2=0}, water={time=13/08/2023 01:06:00, station=2, ph=8.3, DO=3.6, temperature=29.7, salinity=114.3}, earth={time=13/08/2023 01:06:00, station=3, temperature=19.3, moisture=27.8, ph=15.0, salinity=9.5, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=13/08/2023 00:47:00, station=3, temperature=27.4, moisture=94.6, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=97, pm25=1.3, pm10=6.2, co=2, nox=0, so2=0}, water={time=13/08/2023 00:47:00, station=2, ph=8.3, DO=3.6, temperature=29.8, salinity=114.1}, earth={time=13/08/2023 00:47:00, station=3, temperature=19.3, moisture=27.9, ph=15.0, salinity=9.5, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=12/08/2023 23:07:00, station=3, temperature=27.6, moisture=94.4, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=99, pm25=0.8, pm10=4.9, co=3, nox=0, so2=0}, water={time=12/08/2023 23:07:00, station=2, ph=8.3, DO=3.6, temperature=30.2, salinity=114.3}, earth={time=12/08/2023 23:07:00, station=3, temperature=19.3, moisture=28.0, ph=15.0, salinity=9.5, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=12/08/2023 13:11:00, station=3, temperature=35.9, moisture=64.4, light=3827, total_rainfall=3176.4, rainfall=0, wind_direction=99, pm25=0.8, pm10=1.1, co=6, nox=0, so2=0}, water={time=12/08/2023 13:11:00, station=2, ph=8.3, DO=3.5, temperature=30.7, salinity=114.1}, earth={time=12/08/2023 13:11:00, station=3, temperature=19.6, moisture=29.2, ph=14.8, salinity=9.4, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=12/08/2023 11:30:00, station=3, temperature=35.5, moisture=68.6, light=1354, total_rainfall=3176.4, rainfall=0, wind_direction=76, pm25=0.5, pm10=0.9, co=6, nox=0, so2=0}, water={time=12/08/2023 11:30:00, station=2, ph=8.2, DO=3.5, temperature=29.9, salinity=112.9}, earth={time=12/08/2023 11:30:00, station=3, temperature=18.1, moisture=28.9, ph=13.9, salinity=9.0, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=12/08/2023 04:41:00, station=3, temperature=26.3, moisture=97.9, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=81, pm25=0.7, pm10=1.0, co=2, nox=0, so2=0}, water={time=12/08/2023 04:41:00, station=2, ph=8.3, DO=3.6, temperature=28.8, salinity=114.7}, earth={time=12/08/2023 04:41:00, station=3, temperature=19.6, moisture=27.4, ph=15.0, salinity=9.5, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
